SID;partition;activity;potency;MolWt;LogP;MR;HeavyAtomCount;AtomCount;BondCount;NumHBA;NumHBD;NumRotatableBonds;FractionCSP3;FormalCharge;AromaticRings;AliphaticRings;AromaticAtoms;HeteroatoAromaticAtoms;ms;LabuteASA;nC;nF;nH;nN;nCl;nO;nS;nBr;nI;nP
384223057;384223057;Training;Active;5.73992861201493;461.158;3.9779;101.5948;24;24;26;6;1;3;0.533333333333333;0;2;1;9;9;9;156.153348602431;15;0;19;5;0;2;0;2;0;0
384223058;384223058;Training;Active;5.73048705578208;477.157;3.2143;103.1798;25;25;27;7;1;4;0.533333333333333;0;2;1;9;9;10;161.266893831937;15;0;19;5;0;3;0;2;0;0
384223050;384223050;Training;Active;5.73048705578208;489.212;4.6795;110.7568;26;26;28;6;2;5;0.588235294117647;0;2;1;9;9;9;168.883232831224;17;0;23;5;0;2;0;2;0;0
384223063;384223063;Training;Active;5.72584215073632;447.131;3.5878;96.9778;23;23;25;6;1;3;0.5;0;2;1;9;9;9;149.788406488034;14;0;17;5;0;2;0;2;0;0
384223047;384223047;Training;Active;5.72584215073632;435.12;3.6402;94.2395;22;22;23;6;2;7;0.461538461538462;0;2;0;9;9;9;144.219324040571;13;0;17;5;0;2;0;2;0;0
383540853;383540853;Training;Active;5.72353819582676;469.699;5.37712000000001;132.4127;33;33;37;6;1;8;0.730769230769231;0;2;3;10;10;7;201.70830881508;26;0;39;5;0;1;1;0;0;0
144206046;144206046;Training;Active;5.72321661529973;611.739;6.47840000000001;173.401099999999;45;45;48;8;1;12;0.333333333333333;0;3;1;18;18;9;264.242318608279;36;0;41;3;0;6;0;0;0;0
144206839;144206839;Training;Active;5.72133783909002;475.633;5.23940000000001;136.7177;34;34;38;4;1;6;0.321428571428571;0;3;2;18;18;6;204.703047420883;28;1;30;3;0;1;1;0;0;0
103223986;103223986;Training;Active;5.72124639904717;375.488;2.5944;102.9879;27;27;29;4;1;7;0.619047619047619;0;1;2;6;6;6;160.242010168821;21;1;30;3;0;2;0;0;0;0
124958489;124958489;Training;Active;5.72124639904717;624.874;5.45830000000001;183.214999999999;46;46;53;8;0;6;0.684210526315789;0;1;7;6;6;8;274.531482680518;38;0;52;6;0;2;0;0;0;0
386051276;386051276;Training;Active;5.72124639904717;369.358;4.7668;88.2198;26;26;28;3;1;5;0.368421052631579;0;2;1;12;12;7;148.367015236419;19;4;19;1;0;2;0;0;0;0
103169414;103169414;Training;Active;5.72124639904717;266.388;3.5328;85.8417;20;20;22;2;1;4;0.333333333333333;0;2;1;12;12;2;120.982014712223;18;0;22;2;0;0;0;0;0;0
441572205;441572205;Training;Active;5.72124639904717;440.975;4.43918;118.008;31;31;35;6;0;3;0.583333333333333;0;2;3;11;11;7;188.266685507046;24;0;29;4;1;2;0;0;0;0
441572173;441572173;Training;Active;5.72124639904717;461.965;4.5636;118.245;32;32;36;5;0;3;0.583333333333333;0;2;3;11;11;8;192.201163328547;24;1;29;3;1;3;0;0;0;0
103589880;103589880;Training;Active;5.71105806614712;410.583;4.97640000000001;119.5013;29;29;32;5;1;7;0.458333333333333;0;2;2;12;12;5;177.454673609274;24;0;30;2;0;2;1;0;0;0
50107140;50107140;Training;Active;5.69999179744619;438.575;5.31928000000001;127.1228;33;33;39;5;1;0;0.535714285714286;0;3;4;13;13;5;193.71336785484;28;0;30;4;0;1;0;0;0;0
50105924;50105924;Training;Active;5.69999179744619;361.529;4.84480000000001;110.0878;27;27;31;2;1;0;0.52;0;2;3;12;12;2;162.769318774529;25;0;31;1;0;1;0;0;0;0
50106255;50106255;Training;Active;5.69999179744619;369.336;4.4013;99.787;24;24;26;2;0;4;0.631578947368421;0;1;2;6;6;5;154.451710193808;19;0;26;2;2;1;0;0;0;0
50106767;50106767;Training;Active;5.69999179744619;299.414;3.425;89.8893;22;22;23;3;3;7;0.368421052631579;0;2;0;12;12;3;132.181421814337;19;0;25;1;0;2;0;0;0;0
50105949;50105949;Training;Active;5.69999179744619;230.311;2.6827;69.4355;17;17;19;2;2;1;0.428571428571429;0;2;1;9;9;3;101.060117027496;14;0;18;2;0;1;0;0;0;0
386400862;386400862;Training;Active;5.69897000433602;525.562;5.3971;132.4022;37;37;40;4;3;12;0.481481481481481;0;3;1;15;15;10;212.162890462083;27;5;32;3;0;2;0;0;0;0
103555932;103555932;Training;Active;5.69897000433602;281.443;4.5739;91.6400000000001;21;21;22;1;0;9;0.4;0;2;0;12;12;1;129.167867910937;20;0;27;1;0;0;0;0;0;0
123092451;123092451;Training;Active;5.69897000433602;368.497;4.7308;107.0834;27;27;29;3;0;6;0.434782608695652;1;2;1;12;12;4;161.855447146251;23;0;30;1;0;3;0;0;0;0
482049913;482049913;Training;Active;5.69897000433602;488.654;3.6404;132.6124;33;33;36;7;1;10;0.416666666666667;0;3;1;15;15;9;201.461976008749;24;1;29;4;0;2;2;0;0;0
482065045;482065045;Training;Active;5.69897000433602;503.665;4.3281;135.434;34;34;37;8;0;10;0.44;0;3;1;15;15;9;207.60057265564;25;1;30;3;0;3;2;0;0;0
136923057;136923057;Training;Active;5.69464863055338;502.634;4.7287;144.1518;37;37;41;3;3;7;0.4;0;3;2;15;15;7;216.655296923251;30;1;35;4;0;2;0;0;0;0
103188450;103188450;Training;Active;5.6944336864847;287.406;4.985;95.7580000000001;22;22;24;1;0;5;0.142857142857143;0;3;0;16;16;1;132.065103067298;21;0;21;1;0;0;0;0;0;0
485207669;485207669;Training;Active;5.68613277963085;533.64;2.68518;151.4177;40;40;47;10;1;6;0.4;0;4;6;21;21;10;232.347560416314;30;0;31;9;0;1;0;0;0;0
136929488;136929488;Training;Active;5.68277265082358;502.634;4.7287;144.1518;37;37;41;3;3;7;0.4;0;3;2;15;15;7;216.655296923251;30;1;35;4;0;2;0;0;0;0
144210549;144210549;Training;Active;5.6825844136689;621.653;7.21010000000001;174.966199999999;43;43;47;3;1;8;0.428571428571429;0;3;2;18;18;8;265.496885017378;35;0;42;4;2;2;0;0;0;0
131283795;131283795;Training;Active;5.67778070526608;282.448;3.5158;81.3384000000001;20;20;21;2;0;6;0.941176470588235;1;0;2;0;0;3;123.811535037466;17;0;32;1;0;2;0;0;0;0
312367127;312367127;Training;Active;5.67778070526608;499.619;4.5098;150.8724;37;37;40;8;2;10;0.25;0;4;0;21;21;9;216.939961081818;28;0;33;7;0;2;0;0;0;0
242549783;242549783;Training;Active;5.67778070526608;293.454;4.5049;94.4700000000001;22;22;24;1;0;4;0.428571428571429;0;2;1;12;12;1;134.526978871805;21;0;27;1;0;0;0;0;0;0
386051282;386051282;Training;Active;5.67778070526608;385.523;5.73700000000001;111.4;28;28;30;3;0;8;0.5;0;2;1;12;12;4;168.014431076934;24;1;32;1;0;2;0;0;0;0
471695836;471695836;Training;Active;5.67778070526608;427.542;2.5689;109.7136;29;29;31;6;1;9;0.65;0;2;1;9;9;9;171.057029923596;20;1;30;3;0;4;1;0;0;0
485207696;485207696;Training;Active;5.67162039656126;535.656;2.88648;153.586;40;40;46;10;0;6;0.4;0;4;4;21;21;10;233.563363056439;30;0;33;9;0;1;0;0;0;0
103181342;103181342;Training;Active;5.66554624884907;369.425;2.74052;106.5245;27;27;29;8;3;6;0.263157894736842;0;3;0;16;16;8;157.004447657326;19;0;23;5;0;3;0;0;0;0
252159291;252159291;Training;Active;5.66354026615147;384.823;2.7001;100.0566;27;27;31;6;2;2;0.315789473684211;0;2;3;12;12;8;160.087142913513;19;0;17;4;1;3;0;0;0;0
144210759;144210759;Training;Active;5.66011150277625;448.419;4.8661;125.402;29;29;32;4;0;3;0.318181818181818;0;2;2;12;12;7;185.607318720067;22;0;23;3;2;1;1;0;0;0
242549749;242549749;Training;Active;5.65757731917779;446.639;4.1192;134.9384;33;33;37;4;1;6;0.535714285714286;0;2;3;12;12;5;198.090991502986;28;0;38;4;0;1;0;0;0;0
471695793;471695793;Training;Active;5.65757731917779;349.406;1.9871;91.7218000000001;25;25;27;5;1;6;0.555555555555556;0;2;1;9;9;7;145.727891902431;18;1;24;3;0;3;0;0;0;0
136926326;136926326;Training;Active;5.65757731917779;520.624;4.8678;144.1098;38;38;42;3;3;7;0.4;0;3;2;15;15;8;220.820832326178;30;2;34;4;0;2;0;0;0;0
136945726;136945726;Training;Active;5.65757731917779;553.625;5.6946;146.8894;40;40;44;4;2;7;0.419354838709677;0;3;2;15;15;9;231.124964375995;31;3;34;3;0;3;0;0;0;0
103560587;103560587;Training;Active;5.65718268536427;420.582;3.7844;123.2977;30;30;34;5;1;5;0.416666666666667;0;3;2;15;15;6;181.405015672962;24;0;28;4;0;1;1;0;0;0
144204506;144204506;Training;Active;5.6559222615319;346.474;4.98550000000001;108.3775;26;26;29;2;2;6;0.304347826086957;0;3;1;15;15;3;154.522434544566;23;0;26;2;0;1;0;0;0;0
103172342;103172342;Training;Active;5.65356878134018;379.5;4.3611;110.1305;28;28;31;4;0;6;0.458333333333333;0;2;2;12;12;4;167.004586620523;24;0;29;1;0;3;0;0;0;0
50107046;50107046;Training;Active;5.65000410073714;349.4;3.6523;94.6554000000001;25;25;27;3;1;4;0.368421052631579;0;2;1;12;12;6;145.393425219006;19;3;22;3;0;0;0;0;0;0
144206335;144206335;Training;Active;5.65000410073714;446.485;3.1222;115.6891;31;31;32;8;3;6;0.2;0;2;0;12;12;11;182.901255291435;20;0;22;4;0;6;1;0;0;0
144206157;144206157;Training;Active;5.65000410073714;330.542;5.40440000000001;97.4514000000001;22;22;25;2;0;2;0.473684210526316;1;2;2;10;10;3;141.052126942303;19;0;24;1;0;0;2;0;0;0
50106726;50106726;Training;Active;5.65000410073714;393.487;2.8936;112.69;29;29;32;5;0;7;0.391304347826087;0;2;2;12;12;6;171.20728871707;23;0;27;3;0;3;0;0;0;0
50106425;50106425;Training;Active;5.65000410073714;247.382;3.3715;76.0748000000001;18;18;19;2;1;5;0.625;0;1;1;6;6;2;110.629060532333;16;0;25;1;0;1;0;0;0;0
144206092;144206092;Training;Active;5.65000410073714;493.754;4.96790000000001;139.7538;34;34;36;6;1;9;0.857142857142857;0;0;3;0;0;6;210.999358501125;28;0;47;1;0;4;1;0;0;0
375979245;375979245;Training;Active;5.64975198166584;340.736;4.0041;79.985;23;23;25;4;0;3;0.2;0;3;0;16;16;8;134.654757224397;15;3;12;4;1;0;0;0;0;0
242656174;242656174;Training;Active;5.64750876001184;666.91;5.47560000000001;198.418399999999;50;50;60;4;2;6;0.454545454545455;2;2;9;12;12;6;296.02429156978;44;0;50;4;0;2;0;0;0;0
384223048;384223048;Training;Active;5.64397414280688;447.131;3.6533;96.9758;23;23;25;6;2;4;0.5;0;2;1;9;9;9;149.788406488034;14;0;17;5;0;2;0;2;0;0
312358830;312358830;Training;Active;5.63827216398241;571.579;5.2381;146.8934;41;41;45;8;2;8;0.321428571428571;0;4;1;21;21;13;233.285874572178;28;4;29;7;0;2;0;0;0;0
131275787;131275787;Training;Active;5.63827216398241;426.586;3.3737;119.675;30;30;34;6;0;6;0.608695652173913;0;2;3;9;9;7;181.538294471991;23;0;30;4;0;2;1;0;0;0
386400824;386400824;Training;Active;5.63827216398241;499.499;5.6724;121.3834;35;35;38;3;2;9;0.44;0;3;1;15;15;10;198.80430788402;25;6;27;3;0;1;0;0;0;0
103301246;103301246;Training;Active;5.63827216398241;411.571;3.4919;118.6003;29;29;32;6;1;7;0.434782608695652;0;2;2;12;12;6;176.84956516508;23;0;29;3;0;2;1;0;0;0
382366904;382366904;Training;Active;5.63732907027433;286.766;3.4682;79.676;20;20;22;4;0;4;0.2;0;3;0;16;16;5;122.189697447214;15;0;15;4;1;0;0;0;0;0
144213215;144213215;Training;Active;5.63520519282589;442.559;6.35054000000001;133.9702;33;33;36;5;1;6;0.285714285714286;0;2;2;20;20;5;194.015828796093;28;0;31;2;0;3;0;0;0;0
170465599;170465599;Training;Active;5.62701439403304;463.796;5.93862;121.6572;30;30;33;4;1;4;0.272727272727273;0;3;1;17;17;8;190.052741290568;22;0;21;4;3;1;0;0;0;0
103343183;103343183;Training;Active;5.62397081827182;297.423;4.6309;90.1797000000001;21;21;23;3;1;6;0.222222222222222;0;3;0;15;15;3;128.933700998409;18;0;19;1;0;1;1;0;0;0
384223046;384223046;Training;Active;5.62220216688877;505.167;4.0532;108.1681;27;27;29;6;1;2;0.5;0;2;1;9;9;11;172.003329532973;16;0;19;5;0;4;0;2;0;0
103371832;103371832;Training;Active;5.61978875828839;397.758;6.518;104.177;24;24;26;3;0;6;0.166666666666667;0;3;0;17;17;6;160.312106469381;18;0;15;2;3;0;1;0;0;0
335960790;335960790;Training;Active;5.61978875828839;498.675;3.7517;148.5775;37;37;42;7;2;9;0.466666666666667;0;4;2;19;19;7;218.671544829239;30;0;38;6;0;1;0;0;0;0
386400881;386400881;Training;Active;5.61978875828839;466.576;5.1931;130.3374;34;34;37;4;2;10;0.444444444444444;0;3;1;15;15;7;199.264630182577;27;2;32;4;0;1;0;0;0;0
439657487;439657487;Training;Active;5.61978875828839;315.388;3.8768;88.0888;23;23;25;3;1;5;0.368421052631579;0;2;1;12;12;4;135.870409027641;19;1;22;1;0;2;0;0;0;0
384223055;384223055;Training;Active;5.61618463401957;407.066;2.86;85.0055;20;20;21;6;2;5;0.363636363636364;0;2;0;9;9;9;131.489439811778;11;0;13;5;0;2;0;2;0;0
50125752;50125752;Training;Active;5.60637215816518;432.503;3.4122;123.7307;32;32;36;6;1;5;0.291666666666667;0;4;1;21;21;8;184.700820404433;24;1;25;6;0;1;0;0;0;0
386051298;386051298;Training;Active;5.60205999132796;383.385;5.1569;92.8368;27;27;29;3;1;5;0.4;0;2;1;12;12;7;154.731957350816;20;4;21;1;0;2;0;0;0;0
50107045;50107045;Training;Active;5.59999765407204;325.452;3.1358;97.5795000000001;24;24;26;3;2;7;0.428571428571429;0;2;1;12;12;3;144.224786366912;21;0;27;1;0;2;0;0;0;0
144206067;144206067;Training;Active;5.59999765407204;1282.475;-0.760200000000004;342.657800000001;93;93;100;14;16;32;0.4375;0;6;2;29;29;29;535.521609906949;64;0;83;17;0;12;0;0;0;0
144205752;144205752;Training;Active;5.59999765407204;528.537;6.57610000000001;124.0224;37;37;41;2;2;2;0.62962962962963;0;1;4;6;6;10;210.798240860386;27;6;30;2;0;2;0;0;0;0
103197484;103197484;Training;Active;5.59516628338006;406.482;3.738;118.6652;30;30;33;5;3;10;0.25;0;4;0;19;19;6;174.93537112075;24;0;26;2;0;4;0;0;0;0
103261382;103261382;Training;Active;5.59176003468815;535.523;5.42410000000001;155.429;37;37;42;6;0;6;0.379310344827586;0;4;2;20;20;8;227.939690436805;29;0;32;6;2;0;0;0;0;0
242590378;242590378;Training;Active;5.58502665202918;285.774;4.2585;80.947;20;20;23;2;0;0;0.294117647058824;0;2;2;12;12;3;123.478190717078;17;0;16;1;1;1;0;0;0;0
441572181;441572181;Training;Active;5.58502665202918;401.938;4.5941;108.4907;28;28;32;4;1;2;0.590909090909091;0;2;3;11;11;6;170.934250110189;22;0;28;3;1;2;0;0;0;0
386400807;386400807;Training;Active;5.58502665202918;505.556;4.8486;129.9864;36;36;40;4;2;10;0.481481481481481;0;3;2;15;15;9;207.310835382938;27;4;31;3;0;2;0;0;0;0
386400885;386400885;Training;Active;5.58502665202918;510.551;5.575;130.9721;36;36;39;4;3;10;0.461538461538462;0;3;1;15;15;10;206.553576779098;26;5;31;4;0;1;0;0;0;0
382366893;382366893;Training;Active;5.58169870868025;317.19;3.0944;77.673;19;19;21;4;0;3;0.142857142857143;0;3;0;16;16;5;119.357490279981;14;0;13;4;0;0;0;1;0;0
405266941;405266941;Training;Active;5.57186520597121;349.391;1.4276;85.4768;24;24;26;7;0;6;0.266666666666667;0;3;0;16;16;9;138.230408668792;15;1;16;5;0;2;1;0;0;0
103179008;103179008;Training;Active;5.57154122648442;403.979;3.9427;113.6058;27;27;30;5;1;6;0.428571428571429;0;2;2;12;12;6;170.261425063125;21;0;26;3;1;1;1;0;0;0
170465388;170465388;Training;Active;5.57134695473799;528.951;9.1517;151.5388;35;35;38;2;1;10;0.333333333333333;0;3;1;18;18;5;223.693328821715;30;0;32;1;3;1;0;0;0;0
170465528;170465528;Training;Active;5.57134695473799;359.51;4.81940000000001;103.7285;26;26;28;4;0;7;0.681818181818182;0;1;2;6;6;4;157.407260872045;22;0;33;1;0;3;0;0;0;0
103188199;103188199;Training;Active;5.56863623584101;292.426;4.1467;92.8890000000001;22;22;24;2;0;5;0.35;0;2;1;12;12;2;133.057023820567;20;0;24;2;0;0;0;0;0;0
103404224;103404224;Training;Active;5.56863623584101;457.614;6.25650000000001;136.338;34;34;38;4;0;7;0.4;0;3;2;18;18;4;203.01370395605;30;0;35;1;0;3;0;0;0;0
312369695;312369695;Training;Active;5.56863623584101;534.672;7.53110000000001;149.7263;38;38;42;4;1;9;0.32258064516129;0;4;1;21;21;7;225.824690429464;31;2;32;2;0;2;1;0;0;0
479268951;479268951;Training;Active;5.56863623584101;412.454;0.0962800000000013;106.6808;30;30;33;11;4;7;0.473684210526316;0;2;2;12;12;11;173.688000229965;19;0;24;8;0;3;0;0;0;0
479268975;479268975;Training;Active;5.56863623584101;396.455;0.84678;104.7925;29;29;32;10;4;8;0.473684210526316;0;2;2;12;12;10;168.364483513862;19;0;24;8;0;2;0;0;0;0
479268961;479268961;Training;Active;5.56863623584101;397.443;0.241780000000002;102.5875;29;29;32;11;4;8;0.5;0;2;2;12;12;11;167.584131494809;18;0;23;9;0;2;0;0;0;0
479268974;479268974;Training;Active;5.56863623584101;396.455;0.846780000000001;104.7925;29;29;32;10;4;8;0.473684210526316;0;2;2;12;12;10;168.364483513862;19;0;24;8;0;2;0;0;0;0
386400842;386400842;Training;Active;5.56863623584101;519.608;4.8566;138.5922;37;37;40;5;3;12;0.5;0;3;1;15;15;9;215.310307000134;28;3;36;3;0;3;0;0;0;0
386400840;386400840;Training;Active;5.56863623584101;523.571;4.6072;133.9552;37;37;40;5;3;12;0.481481481481481;0;3;1;15;15;10;213.110900288663;27;4;33;3;0;3;0;0;0;0
386400855;386400855;Training;Active;5.56863623584101;529.525;4.8768;127.3192;37;37;40;4;3;11;0.461538461538462;0;3;1;15;15;11;209.963483750612;26;6;29;3;0;2;0;0;0;0
386400863;386400863;Training;Active;5.56863623584101;488.529;5.26588;126.1824;35;35;38;4;2;9;0.423076923076923;0;3;1;15;15;9;201.230758874032;26;4;28;4;0;1;0;0;0;0
479268964;479268964;Training;Active;5.56863623584101;432.435;0.962579999999999;105.3778;31;31;34;10;4;8;0.473684210526316;0;2;2;12;12;12;176.90552580631;19;2;22;8;0;2;0;0;0;0
479268943;479268943;Training;Active;5.56863623584101;400.418;0.41938;100.7798;29;29;32;10;4;7;0.444444444444444;0;2;2;12;12;11;166.375048288987;18;1;21;8;0;2;0;0;0;0
335960702;335960702;Training;Active;5.56863623584101;457.578;4.2876;133.4892;34;34;38;6;2;9;0.37037037037037;0;4;1;19;19;7;198.774266582823;27;0;31;5;0;2;0;0;0;0
479268953;479268953;Training;Active;5.56863623584101;379.852;1.2384;98.0375;26;26;28;9;4;8;0.4375;0;2;1;12;12;10;156.186174869615;16;0;22;7;1;2;0;0;0;0
479268954;479268954;Training;Active;5.56863623584101;413.404;1.6038;98.0295;29;29;31;9;4;8;0.470588235294118;0;2;1;12;12;12;164.744456965908;17;3;22;7;0;2;0;0;0;0
144206180;144206180;Training;Active;5.56776851430979;315.482;4.2657;93.8068000000001;22;22;24;3;1;6;0.473684210526316;0;2;1;11;11;3;136.961575894412;19;0;25;1;0;1;1;0;0;0
160698186;160698186;Training;Active;5.56703070912559;304.825;2.73622;87.1337;21;21;23;3;1;4;0.4375;0;2;1;11;11;5;130.257456510462;16;0;21;4;1;0;0;0;0;0
485207686;485207686;Training;Active;5.5654310959658;522.613;2.97128;146.908;39;39;45;10;0;6;0.379310344827586;0;4;4;21;21;10;226.552132501346;29;0;30;8;0;2;0;0;0;0
483620824;483620824;Training;Active;5.56145765121389;457.578;3.53098;134.653;34;34;38;7;0;5;0.407407407407407;0;3;2;16;16;7;200.656624055036;27;0;31;5;0;2;0;0;0;0
381619378;381619378;Training;Active;5.56066730616974;525.613;3.28438;145.6688;39;39;44;10;1;8;0.379310344827586;0;4;3;21;21;10;226.592363736868;29;0;31;7;0;3;0;0;0;0
144206868;144206868;Training;Active;5.55979958463851;286.444;3.8489;87.4630000000001;20;20;22;3;0;4;0.411764705882353;0;2;1;11;11;3;125.197291583626;17;0;22;2;0;0;1;0;0;0
170465629;170465629;Training;Active;5.55642412024974;334.21;3.2657;92.8501;22;22;23;3;2;4;0;0;2;0;12;12;7;137.705848501185;15;0;13;5;2;0;0;0;0;0
252159315;252159315;Training;Active;5.55595520408192;373.359;3.0628;92.7194;27;27;31;6;1;3;0.368421052631579;0;2;3;12;12;8;153.517108438339;19;2;17;3;0;3;0;0;0;0
483620724;483620724;Training;Active;5.55533076906148;427.552;3.52238;128.101;32;32;36;6;0;4;0.384615384615385;0;3;2;16;16;6;189.178136711133;26;0;29;5;0;1;0;0;0;0
242408311;242408311;Training;Active;5.55284196865778;360.474;2.233;97.5792000000001;26;26;29;4;1;7;0.666666666666667;1;1;3;6;6;5;155.040692842911;21;0;30;1;0;4;0;0;0;0
386400878;386400878;Training;Active;5.55284196865778;517.592;4.7181;136.5804;37;37;41;5;2;11;0.5;0;3;2;15;15;9;214.623787323915;28;3;34;3;0;3;0;0;0;0
386051297;386051297;Training;Active;5.55284196865778;329.415;4.2669;92.7058000000001;24;24;26;3;1;5;0.4;0;2;1;12;12;4;142.235351142037;20;1;24;1;0;2;0;0;0;0
386051330;386051330;Training;Active;5.55284196865778;371.496;5.29310000000001;106.4868;27;27;29;3;1;7;0.478260869565217;0;2;1;12;12;4;161.330177485227;23;1;30;1;0;2;0;0;0;0
386051285;386051285;Training;Active;5.55284196865778;440.437;5.1216;106.266;31;31;33;4;0;6;0.409090909090909;0;2;1;12;12;9;177.702508827167;22;4;24;2;0;3;0;0;0;0
471695798;471695798;Training;Active;5.55284196865778;363.433;2.3772;96.3388000000001;26;26;28;5;1;7;0.578947368421053;0;2;1;9;9;7;152.092834016828;19;1;26;3;0;3;0;0;0;0
386400904;386400904;Training;Active;5.55284196865778;508.56;4.30202;129.9352;36;36;39;5;3;11;0.5;0;3;1;15;15;10;207.217003040103;26;4;32;4;0;2;0;0;0;0
50105968;50105968;Training;Active;5.54999736982681;299.483;5.54660000000001;92.0120000000001;21;21;24;2;0;2;0.578947368421053;0;2;2;9;9;2;131.515965543151;19;0;25;1;0;0;1;0;0;0
50105957;50105957;Training;Active;5.54999736982681;286.4;3.6981;84.3031;20;20;22;3;2;5;0.25;0;3;0;14;14;4;121.932889932828;16;0;18;2;0;1;1;0;0;0
103691394;103691394;Training;Active;5.53760200210104;397.515;4.9252;117.1377;29;29;31;5;1;9;0.416666666666667;0;2;1;12;12;5;173.176411614242;24;0;31;1;0;4;0;0;0;0
386400838;386400838;Training;Active;5.53760200210104;510;5.1129;132.4552;35;35;38;4;3;11;0.461538461538462;0;3;1;15;15;9;207.770143768715;26;3;31;3;1;2;0;0;0;0
471695828;471695828;Training;Active;5.53760200210104;361.461;2.7173;100.6285;26;26;28;3;2;7;0.55;0;2;1;9;9;6;153.336660887049;20;1;28;3;0;2;0;0;0;0
471695794;471695794;Training;Active;5.53760200210104;377.46;2.68402;101.0538;27;27;29;5;1;6;0.6;0;2;1;9;9;7;158.457776131224;20;1;28;3;0;3;0;0;0;0
441572169;441572169;Training;Active;5.53760200210104;454.958;3.96578;118.148;32;32;36;6;0;2;0.541666666666667;0;2;3;11;11;8;192.42820760709;24;0;27;4;1;3;0;0;0;0
252159356;252159356;Training;Active;5.53610701101409;341.798;3.1148;91.0974;24;24;28;5;1;1;0.333333333333333;0;2;3;12;12;6;144.010816515464;18;0;16;3;1;2;0;0;0;0
144204494;144204494;Training;Active;5.53070829415314;485.628;4.897;145.0967;36;36;39;5;1;10;0.333333333333333;0;3;1;18;18;6;213.425184704464;30;0;35;3;0;3;0;0;0;0
103480785;103480785;Training;Active;5.53003079050004;301.379;1.34808;81.8434;21;21;23;8;2;3;0.384615384615385;0;2;1;11;11;8;126.223763790551;13;0;15;7;0;0;1;0;0;0
479268960;479268960;Training;Active;5.52287874528034;414.445;0.80948;105.3968;30;30;33;10;4;7;0.473684210526316;0;2;2;12;12;11;172.739990403384;19;1;23;8;0;2;0;0;0;0
441572174;441572174;Training;Active;5.52287874528034;497.945;5.11290000000001;118.435;34;34;38;5;0;2;0.583333333333333;0;2;3;11;11;10;200.5322341344;24;3;27;3;1;3;0;0;0;0
376222615;376222615;Training;Active;5.52287874528034;499.533;3.9096;126.9154;36;36;40;5;1;5;0.444444444444444;0;2;3;12;12;9;206.87304264967;27;3;28;3;0;3;0;0;0;0
144206804;144206804;Training;Active;5.52133251743165;354.287;5.06088;90.308;21;21;23;5;0;2;0.142857142857143;0;2;1;11;11;7;140.501885786349;14;0;9;3;2;0;2;0;0;0
251919880;251919880;Training;Active;5.52133251743165;329.467;4.3936;108.6284;25;25;27;1;0;3;0.173913043478261;1;2;1;12;12;2;150.2933479765;23;0;25;2;0;0;0;0;0;0
383540851;383540851;Training;Active;5.51999305704285;483.726;5.76722000000001;137.0297;34;34;38;6;1;8;0.740740740740741;0;2;3;10;10;7;208.073250929476;27;0;41;5;0;1;1;0;0;0
144212880;144212880;Training;Active;5.515814088902;374.912;3.0559;105.6548;26;26;28;4;1;8;0.428571428571429;0;2;1;12;12;5;160.497857750593;21;0;27;2;1;2;0;0;0;0
251919850;251919850;Training;Active;5.51009774356468;353.425;5.1807;115.294;26;26;29;0;0;5;0.04;1;4;0;24;24;1;156.052208312455;25;0;22;0;0;0;0;0;0;1
131281806;131281806;Training;Active;5.50863830616573;309.478;5.01500000000001;93.6880000000001;22;22;25;2;0;2;0.4;0;2;2;12;12;2;137.279315629244;20;0;23;1;0;0;1;0;0;0
471695812;471695812;Training;Active;5.50863830616573;377.46;2.7641;100.9118;27;27;29;5;1;6;0.6;0;2;1;9;9;7;158.457776131224;20;1;28;3;0;3;0;0;0;0
335960785;335960785;Training;Active;5.50863830616573;567.782;4.0916;168.7507;42;42;48;8;1;10;0.529411764705882;0;4;3;19;19;8;249.20462728081;34;0;45;7;0;1;0;0;0;0
103506518;103506518;Training;Active;5.50863830616573;338.455;3.06832;99.3257;25;25;27;4;1;6;0.45;0;2;1;12;12;5;149.042601231746;20;0;26;4;0;1;0;0;0;0
386400837;386400837;Training;Active;5.50863830616573;493.549;4.8309;128.8091;35;35;38;5;3;10;0.48;0;3;1;15;15;10;201.607689357118;25;4;31;5;0;1;0;0;0;0
386051315;386051315;Training;Active;5.50863830616573;417.571;4.3099;115.0696;29;29;31;5;1;7;0.478260869565217;0;2;1;12;12;6;173.790040464087;23;0;31;1;0;4;1;0;0;0
103609731;103609731;Training;Active;5.50863830616573;516.473;5.7033;144.7136;35;35;38;6;2;7;0.384615384615385;0;3;1;16;16;9;215.689361947418;26;0;31;5;2;2;0;0;0;0
383540849;383540849;Training;Active;5.50863830616573;519.706;6.01242000000001;137.3597;36;36;40;6;1;8;0.740740740740741;0;2;3;10;10;9;216.404321735329;27;2;39;5;0;1;1;0;0;0
483620822;483620822;Training;Active;5.5079383954874;428.54;2.91738;125.896;32;32;36;7;0;4;0.4;0;3;2;16;16;7;188.397784692079;25;0;28;6;0;1;0;0;0;0
103252248;103252248;Training;Active;5.50662560928989;387.886;4.0049;108.499;27;27;29;3;0;6;0.333333333333333;0;2;1;12;12;6;163.81245875772;21;1;23;3;1;1;0;0;0;0
50104781;50104781;Training;Active;5.49999693194831;523.63;5.5298;142.3262;38;38;42;7;3;7;0.551724137931034;0;3;2;14;14;9;221.84482587032;29;0;37;3;0;6;0;0;0;0
