SID;partition;activity;potency;MolWt;LogP;MR;HeavyAtomCount;AtomCount;BondCount;NumHBA;NumHBD;NumRotatableBonds;FractionCSP3;FormalCharge;AromaticRings;AliphaticRings;AromaticAtoms;HeteroatoAromaticAtoms;ms;LabuteASA;nC;nF;nH;nN;nCl;nO;nS;nBr;nI;nP
469810245;469810245;Training;Active;5.11350927482752;391.262;2.3224;99.741;26;26;29;6;0;3;0.294117647058824;0;3;1;15;15;9;159.674052227487;17;0;16;6;2;1;0;0;0;0
386400869;386400869;Training;Active;5.11350927482752;477.546;5.56830000000001;126.0784;34;34;37;3;2;9;0.461538461538462;0;3;1;15;15;8;196.838179192564;26;4;31;3;0;1;0;0;0;0
295369650;295369650;Training;Active;5.11069829749369;513.677;5.95092000000001;139.4827;37;37;41;5;1;8;0.689655172413793;0;2;3;11;11;8;218.763958464917;29;2;41;5;0;1;0;0;0;0
144208141;144208141;Training;Active;5.10892551612492;387.523;5.70170000000001;121.2468;29;29;31;3;1;8;0.230769230769231;0;3;0;18;18;3;173.44313806652;26;0;29;1;0;2;0;0;0;0
103624065;103624065;Training;Active;5.10791096522318;537.576;4.63920000000001;148.7502;36;36;37;2;2;14;0.5;2;2;0;12;12;8;226.296482490571;28;0;42;4;2;2;0;0;0;0
405270289;405270289;Training;Active;5.10791096522318;509.64;2.0225;131.8896;36;36;38;9;2;6;0.814814814814815;0;0;3;0;0;9;213.694152672617;27;0;43;1;0;8;0;0;0;0
479272189;479272189;Training;Active;5.10790539730952;404.47;3.24098;111.6782;30;30;33;7;2;5;0.347826086956522;0;3;1;17;17;7;174.666567562224;23;0;24;4;0;3;0;0;0;0
144203970;144203970;Training;Active;5.1059111150108;281.399;3.8868;86.3310000000001;21;21;23;2;0;4;0.368421052631579;0;2;1;12;12;2;126.910639872518;19;0;23;1;0;1;0;0;0;0
252159354;252159354;Training;Active;5.10237290870956;337.379;2.47;92.6394;25;25;29;6;1;2;0.368421052631579;0;2;3;12;12;6;145.186037632486;19;0;19;3;0;3;0;0;0;0
103405309;103405309;Training;Active;5.10203220367914;532.472;4.4627;139.846;36;36;40;8;0;8;0.461538461538462;0;3;2;17;17;10;221.206951517924;26;0;31;5;2;3;0;0;0;0
252159340;252159340;Training;Active;5.1001794975729;389.455;2.8478;109.4364;29;29;33;6;1;2;0.391304347826087;0;2;3;12;12;6;169.645031481932;23;0;23;3;0;3;0;0;0;0
50106942;50106942;Training;Active;5.09999903484653;370.424;2.4536;101.8957;27;27;29;4;2;7;0.285714285714286;0;2;1;12;12;6;157.412103021306;21;1;23;2;0;3;0;0;0;0
404705746;404705746;Training;Active;5.09999903484653;493.648;4.5105;139.8205;36;36;40;6;2;10;0.586206896551724;0;2;3;12;12;7;213.752152070124;29;0;39;3;0;4;0;0;0;0
194167819;194167819;Training;Active;5.09999903484653;535.398;6.871;118.57;38;38;42;5;0;4;0.12;0;3;2;27;27;13;208.324091790289;25;8;13;5;0;0;0;0;0;0
50106939;50106939;Training;Active;5.09999903484653;287.359;2.352;82.3421;21;21;22;4;4;6;0.294117647058824;0;2;0;12;12;4;124.24577133774;17;0;21;1;0;3;0;0;0;0
50107098;50107098;Training;Active;5.09999903484653;520.633;5.57914000000001;150.3705;39;39;45;6;0;3;0.34375;0;4;3;23;23;7;227.944213851557;32;0;32;4;0;3;0;0;0;0
144204746;144204746;Training;Active;5.09999903484653;456.583;3.2128;128.898;33;33;35;6;0;11;0.5;0;2;1;12;12;7;196.727226132062;26;0;36;2;0;5;0;0;0;0
50106281;50106281;Training;Active;5.09999903484653;344.411;1.8206;96.7733;25;25;26;6;5;9;0.315789473684211;0;2;0;12;12;6;146.687039850185;19;0;24;2;0;4;0;0;0;0
103596852;103596852;Training;Active;5.09691001300806;428.826;4.0402;109.6582;30;30;33;4;1;4;0.0952380952380952;0;4;0;21;21;9;173.897725179078;21;2;15;4;1;2;0;0;0;0
126490194;126490194;Training;Active;5.09399862018735;409.555;5.57570000000001;113.9078;29;29;33;6;1;7;0.478260869565217;0;3;2;16;16;6;175.086846962475;23;0;27;3;0;2;1;0;0;0
103609732;103609732;Training;Active;5.09151498112135;504.418;3.8971;136.9134;34;34;37;7;3;8;0.333333333333333;0;3;1;16;16;10;207.75371147082;24;0;27;5;2;3;0;0;0;0
386400901;386400901;Training;Active;5.09151498112135;500.487;5.0674;119.1784;35;35;38;4;2;9;0.458333333333333;0;3;1;15;15;11;198.023955864966;24;6;26;4;0;1;0;0;0;0
103534218;103534218;Training;Active;5.08726793374191;310.466;4.6311;94.2340000000001;22;22;25;3;0;2;0.368421052631579;0;2;2;12;12;3;136.674207185051;19;0;22;2;0;0;1;0;0;0
103609734;103609734;Training;Active;5.08618614761628;502.402;4.4513;135.6416;34;34;37;6;2;6;0.291666666666667;0;3;1;16;16;10;207.120999818668;24;0;25;5;2;3;0;0;0;0
386400806;386400806;Training;Active;5.08618614761628;494.533;4.7978;125.8144;35;35;38;5;2;10;0.48;0;3;1;15;15;10;201.171372403017;25;4;30;4;0;2;0;0;0;0
252159326;252159326;Training;Active;5.08512818245995;393.443;2.6291;105.9394;29;29;34;7;1;2;0.454545454545455;0;2;4;12;12;7;168.388578051654;22;0;23;3;0;4;0;0;0;0
464924862;464924862;Training;Active;5.08407278830288;394.492;5.65624;113.4483;28;28;30;4;1;6;0.217391304347826;0;3;0;15;15;5;167.636224306883;23;0;22;0;0;4;1;0;0;0
144210567;144210567;Training;Active;5.08257326926351;556.641;2.8722;143.1813;39;39;43;10;0;9;0.444444444444444;0;3;2;16;16;12;226.51350156318;27;0;32;4;0;7;1;0;0;0
136932755;136932755;Training;Active;5.08092190762393;539.602;4.4019;141.8628;39;39;43;4;3;7;0.413793103448276;0;3;2;15;15;10;224.20601571005;29;3;32;5;0;2;0;0;0;0
103609668;103609668;Training;Active;5.07572071393812;474.392;4.5346;130.8846;32;32;35;6;2;6;0.304347826086957;0;3;1;16;16;9;196.594535604228;23;0;25;5;2;2;0;0;0;0
103609935;103609935;Training;Active;5.07572071393812;457.937;4.0203;125.8326;32;32;35;6;2;6;0.304347826086957;0;3;1;16;16;9;190.456804780272;23;1;25;5;1;2;0;0;0;0
383540863;383540863;Training;Active;5.07365755337434;533.733;6.32084000000001;142.0967;37;37;41;6;1;8;0.75;0;2;3;10;10;9;222.769263849725;28;2;41;5;0;1;1;0;0;0
170466004;170466004;Training;Active;5.07133791670839;338.495;4.3606;102.3928;25;25;27;3;1;6;0.5;0;2;1;12;12;3;151.27074483374;22;0;30;2;0;1;0;0;0;0
170465125;170465125;Training;Active;5.07133791670839;581.069;6.1391;154.1242;40;40;44;8;2;11;0.172413793103448;0;5;0;27;27;11;235.650155675695;29;1;26;4;1;4;1;0;0;0
170464796;170464796;Training;Active;5.07133791670839;534.432;4.9521;114.4454;37;37;40;5;2;6;0.391304347826087;0;3;1;17;17;14;204.748343408722;23;7;21;4;0;3;0;0;0;0
160708644;160708644;Training;Active;5.06694317052501;395.381;3.333;96.5052;28;28;30;6;1;6;0.368421052631579;0;2;1;12;12;9;159.816765689799;19;3;20;3;0;3;0;0;0;0
336907714;336907714;Training;Active;5.06550154875643;417.822;5.228;104.7124;29;29;32;4;2;5;0.15;0;4;0;21;21;9;168.539921389672;20;3;15;5;1;0;0;0;0;0
386401348;386401348;Training;Active;5.06048074738138;426.393;3.7359;100.2464;30;30;33;5;2;5;0.421052631578947;0;3;1;15;15;11;168.057798419641;19;5;19;6;0;0;0;0;0;0
479268972;479268972;Training;Active;5.06048074738138;410.482;1.24838;109.6908;30;30;33;10;4;7;0.5;0;2;2;12;12;10;174.939397114854;20;0;26;8;0;2;0;0;0;0
386400830;386400830;Training;Active;5.06048074738138;494.533;4.7978;125.8144;35;35;38;5;2;10;0.48;0;3;1;15;15;10;201.171372403017;25;4;30;4;0;2;0;0;0;0
144213825;144213825;Training;Active;5.06010152930742;353.769;4.50582;96.4548;25;25;28;5;2;2;0.0588235294117647;0;3;1;17;17;8;147.068333196104;17;0;12;5;1;2;0;0;0;0
103276928;103276928;Training;Active;5.05940881487256;301.394;2.6049;91.5948;22;22;23;3;3;7;0.375;0;2;0;9;9;6;130.005844089502;16;0;23;5;0;1;0;0;0;0
144206389;144206389;Training;Active;5.05556668229979;354.469;4.2758;103.785;26;26;28;2;0;6;0.409090909090909;0;2;1;12;12;4;154.978812159375;22;1;27;2;0;1;0;0;0;0
252149338;252149338;Training;Active;5.05551732784983;389.93;6.09604;116.117;28;28;31;3;0;5;0.25;0;4;0;21;21;4;170.578602846124;24;0;24;3;1;0;0;0;0;0
160692682;160692682;Training;Active;5.05403929642243;326.44;1.5545;91.7346;24;24;29;4;2;1;0.7;0;1;6;6;6;4;142.619571798202;20;0;26;2;0;2;0;0;0;0
252159447;252159447;Training;Active;5.05232126006306;414.465;2.7041;114.5344;31;31;36;7;1;3;0.291666666666667;0;3;3;18;18;7;179.462779819497;24;0;22;4;0;3;0;0;0;0
404958415;404958415;Training;Active;5.05183163827287;306.756;4.1359;87.106;22;22;25;4;0;2;0;0;4;0;21;21;5;131.608598140691;17;0;11;4;1;0;0;0;0;0
103189045;103189045;Training;Active;5.05060999335509;294.442;4.121;95.0160000000001;22;22;24;2;0;4;0.4;0;2;1;12;12;2;133.921870427611;20;0;26;2;0;0;0;0;0;0
144206075;144206075;Training;Active;5.05000045714008;351.471;4.4315;100.9825;25;25;27;4;0;2;0.333333333333333;0;2;1;12;12;4;152.74913804372;21;0;21;1;0;2;1;0;0;0
144204771;144204771;Training;Active;5.05000045714008;303.409;4.4848;99.4534;23;23;25;1;1;3;0.15;0;3;0;16;16;3;136.624977167959;20;0;21;3;0;0;0;0;0;0
26753552;26753552;Training;Active;5.05000045714008;360.348;4.853;99.3031;27;27;30;4;1;4;0;0;4;0;23;23;7;153.069653246022;20;1;13;4;0;2;0;0;0;0
26753519;26753519;Training;Active;5.05000045714008;329.371;3.3265;88.1777000000001;24;24;27;4;1;4;0.368421052631579;0;2;2;12;12;5;140.087463094334;19;1;20;1;0;3;0;0;0;0
144204301;144204301;Training;Active;5.05000045714008;333.475;4.5164;100.815;25;25;29;2;0;2;0.478260869565217;0;2;3;12;12;2;150.358746023046;23;0;27;1;0;1;0;0;0;0
50104929;50104929;Training;Active;5.05000045714008;290.41;3.7891;92.4517000000001;22;22;25;1;1;0;0.3;0;3;1;15;15;2;131.322977481364;20;0;22;2;0;0;0;0;0;0
144205981;144205981;Training;Active;5.05000045714008;275.442;4.3371;81.391;18;18;20;3;0;2;0.333333333333333;0;2;1;10;10;3;116.38821815165;15;0;17;1;0;0;2;0;0;0
50106217;50106217;Training;Active;5.05000045714008;295.382;3.6301;87.2206;22;22;25;3;2;2;0.368421052631579;0;2;2;12;12;3;130.379730993874;19;0;21;1;0;2;0;0;0;0
384223049;384223049;Training;Active;5.04914854111145;447.131;3.6402;96.6725;23;23;25;6;2;7;0.5;0;2;1;9;9;9;149.578435001439;14;0;17;5;0;2;0;2;0;0
252159274;252159274;Training;Active;5.0474497061018;415.287;3.0096;101.2084;26;26;30;5;1;2;0.35;0;2;3;12;12;6;159.833937257181;20;0;19;2;0;3;0;1;0;0
434148621;434148621;Training;Active;5.0467236633327;365.458;3.7233;103.5079;26;26;29;5;2;4;0.2;0;3;1;17;17;6;155.599273898204;20;0;19;3;0;2;1;0;0;0
383539879;383539879;Training;Active;5.04575749056068;528.059;4.5969;138.3144;35;35;39;8;2;4;0.291666666666667;0;3;2;17;17;11;215.121022135755;24;0;22;5;1;3;2;0;0;0
336285271;336285271;Training;Active;5.04575749056068;423.951;3.1256;108.5936;27;27;30;8;2;3;0.411764705882353;0;2;2;11;11;10;169.327492228655;17;0;18;5;1;2;2;0;0;0
103654502;103654502;Training;Active;5.04095860767891;539.636;4.0394;156.833;40;40;44;7;2;7;0.258064516129032;0;4;1;21;21;9;232.850595267469;31;0;33;5;0;4;0;0;0;0
103259474;103259474;Training;Active;5.04035292693809;343.883;4.1303;97.284;23;23;26;4;0;0;0.277777777777778;0;2;2;12;12;5;145.507853783396;18;0;18;3;1;0;1;0;0;0
103306382;103306382;Training;Active;5.04000992369859;294.358;2.40832;84.6882;22;22;25;3;1;2;0.294117647058824;0;3;1;14;14;5;128.123279469964;17;0;18;4;0;1;0;0;0;0
378171155;378171155;Training;Active;5.03967194946986;372.423;3.32962;99.8414;27;27;30;5;2;5;0.421052631578947;0;3;1;15;15;8;155.592738642458;19;2;22;6;0;0;0;0;0;0
252159316;252159316;Training;Active;5.03526907894637;346.39;2.9427;97.9441;26;26;31;5;2;1;0.3;0;3;3;15;15;6;149.598375241332;20;0;18;4;0;2;0;0;0;0
404345893;404345893;Training;Active;5.03311707817061;456.44;3.5303;107.7525;32;32;34;6;2;6;0.476190476190476;0;2;1;12;12;11;181.97746393955;21;4;24;4;0;3;0;0;0;0
144206190;144206190;Training;Active;5.03068661561226;456.572;2.7171;127.8774;32;32;35;6;3;6;0.363636363636364;0;3;1;15;15;10;187.419307835379;22;0;28;6;0;3;1;0;0;0
103165765;103165765;Training;Active;5.03006715627808;326.831;3.7227;96.4437;23;23;26;4;1;0;0.277777777777778;0;2;2;12;12;5;140.934605941639;18;0;19;4;1;0;0;0;0;0
170466388;170466388;Training;Active;5.02701539479829;428.536;4.2028;125.1797;32;32;37;5;1;3;0.346153846153846;0;4;2;20;20;6;186.592885581791;26;0;28;4;0;2;0;0;0;0
103565544;103565544;Training;Active;5.0268721464003;510.512;4.698;130.7263;37;37;40;5;1;7;0.321428571428571;0;3;1;16;16;9;211.614714624501;28;3;25;2;0;4;0;0;0;0
386400859;386400859;Training;Active;5.0268721464003;530.513;4.2718;125.1142;37;37;40;5;3;11;0.48;0;3;1;15;15;12;209.183131731559;25;6;28;4;0;2;0;0;0;0
383540943;383540943;Training;Active;5.02456819149074;415.607;4.20682;116.1287;29;29;32;6;1;7;0.681818181818182;0;2;2;10;10;7;177.254371511022;22;0;33;5;0;1;1;0;0;0
346541913;346541913;Training;Active;5.02227639471115;427.9;2.33384;112.3627;30;30;34;9;1;4;0.421052631578947;0;4;1;19;19;11;177.4045667639;19;0;22;9;1;1;0;0;0;0
386051314;386051314;Training;Active;5.02227639471115;403.544;3.9198;110.4526;28;28;30;5;1;7;0.454545454545455;0;2;1;12;12;6;167.425098349691;22;0;29;1;0;4;1;0;0;0
170466462;170466462;Training;Active;5.02134024263036;313.828;3.9802;89.8448;22;22;25;2;1;0;0.368421052631579;0;2;2;12;12;3;135.88876346856;19;0;20;1;1;1;0;0;0;0
144210745;144210745;Training;Active;5.02134024263036;269.175;4.413;72.435;17;17;19;2;0;0;0.461538461538462;0;1;2;6;6;4;111.236024223042;13;0;14;2;2;0;0;0;0;0
170466108;170466108;Training;Active;5.02134024263036;401.507;2.93392;107.5565;28;28;31;6;0;5;0.476190476190476;0;2;2;12;12;7;167.511989023936;21;1;24;3;0;2;1;0;0;0
170465085;170465085;Training;Active;5.02134024263036;420.513;-1.6031;98.5272000000001;27;27;29;7;5;7;0.733333333333333;0;0;3;0;0;12;161.271568003931;15;0;24;4;0;6;2;0;0;0
103506549;103506549;Training;Active;5.01772876696043;349.434;4.1542;100.7217;26;26;29;3;1;4;0.333333333333333;0;3;1;15;15;5;152.547577020655;21;0;23;3;0;2;0;0;0;0
386400803;386400803;Training;Active;5.01772876696043;499.499;5.6724;121.3834;35;35;38;3;2;9;0.44;0;3;1;15;15;10;198.80430788402;25;6;27;3;0;1;0;0;0;0
469816489;469816489;Training;Active;5.01772876696043;357.469;5.04550000000001;101.9178;26;26;28;3;1;6;0.454545454545455;0;2;1;12;12;4;154.96523537083;22;1;28;1;0;2;0;0;0;0
471695795;471695795;Training;Active;5.01772876696043;359.47;2.54492;101.0958;26;26;28;5;1;6;0.6;0;2;1;9;9;6;154.292240728298;20;0;29;3;0;3;0;0;0;0
336285273;336285273;Training;Active;5.01772876696043;469.539;3.38202;114.9526;31;31;34;9;2;5;0.473684210526316;0;2;2;11;11;12;185.198726265926;19;2;21;5;0;3;2;0;0;0
434148620;434148620;Training;Active;5.01547268665621;349.39;3.2548;97.8969;26;26;29;5;2;4;0.2;0;3;1;17;17;6;150.753239891869;20;0;19;3;0;3;0;0;0;0
252159309;252159309;Training;Active;5.01322826573376;361.401;2.0692;100.2244;27;27;31;6;1;1;0.333333333333333;0;2;3;12;12;6;156.915147253139;21;0;19;3;0;3;0;0;0;0
252159320;252159320;Training;Active;5.01010543628123;381.432;2.485;103.4364;28;28;32;7;1;2;0.428571428571429;0;2;3;12;12;7;163.029467090786;21;0;23;3;0;4;0;0;0;0
125258860;125258860;Training;Active;5.00999432089572;379.529;5.82760000000001;107.376;27;27;31;5;0;6;0.454545454545455;0;3;2;16;16;5;163.927671095882;22;0;25;3;0;1;1;0;0;0
194147161;194147161;Training;Active;5.00877392430751;760.848;5.4072;208.054799999999;56;56;61;8;4;11;0.285714285714286;0;4;2;24;24;14;324.075320623885;42;0;44;6;0;8;0;0;0;0
346544843;346544843;Training;Active;5.00700490156866;381.354;2.9359;91.7449;27;27;29;5;2;5;0.333333333333333;0;2;1;12;12;9;153.241852088807;18;3;18;3;0;3;0;0;0;0
170466873;170466873;Training;Active;5.00642270182259;381.545;5.16320000000001;113.7917;27;27;30;5;1;8;0.409090909090909;0;3;1;15;15;5;164.732062068013;22;0;27;3;0;1;1;0;0;0
386400888;386400888;Training;Active;5.00436480540245;481.513;4.9614;122.2151;34;34;37;4;3;9;0.458333333333333;0;3;1;15;15;10;194.294737416141;24;5;28;5;0;0;0;0;0;0
383539877;383539877;Training;Active;5.00436480540245;559.62;4.5449;139.9364;38;38;42;9;2;6;0.32;0;3;2;17;17;13;224.627314058629;25;2;23;5;0;4;2;0;0;0
405266887;405266887;Training;Active;5.00305075150462;294.145;2.8189;72.708;19;19;21;5;0;3;0.0833333333333333;0;3;0;16;16;7;118.951180994653;12;0;9;5;2;0;0;0;0;0
103164240;103164240;Training;Active;5.00198491188389;280.415;3.875;90.4690000000001;21;21;23;2;0;4;0.368421052631579;0;2;1;12;12;2;127.556928313215;19;0;24;2;0;0;0;0;0;0
103555929;103555929;Training;Active;5.00118724526376;365.502;4.00778;105.0258;26;26;29;5;1;4;0.380952380952381;0;2;2;12;12;5;158.590904847509;21;0;23;3;0;1;1;0;0;0
252149344;252149344;Training;Active;5;387.914;6.31034;117.543;28;28;31;3;0;4;0.166666666666667;0;4;0;21;21;4;169.88899981394;24;0;22;3;1;0;0;0;0;0
252149352;252149352;Training;Active;5;362.86;6.11824;107.397;26;26;29;3;0;4;0.136363636363636;0;4;0;20;20;4;157.098738982674;22;0;19;2;1;1;0;0;0;0
252149342;252149342;Training;Active;5;378.928;6.58674;113.008;26;26;29;3;0;4;0.136363636363636;0;4;0;20;20;4;161.944772989008;22;0;19;2;1;0;1;0;0;0
50105994;50105994;Training;Active;5;287.406;4.6979;94.5650000000001;22;22;25;1;0;0;0.238095238095238;0;2;2;12;12;1;132.141941653907;21;0;21;1;0;0;0;0;0;0
252159451;252159451;Training;Active;5;358.348;2.4917;88.8294;26;26;30;6;1;1;0.388888888888889;0;2;3;12;12;8;147.623211189778;18;2;16;4;0;2;0;0;0;0
252159457;252159457;Training;Active;5;360.417;2.9531;102.5644;27;27;32;6;1;1;0.333333333333333;0;3;3;15;15;6;156.141742410729;21;0;20;4;0;2;0;0;0;0
252159322;252159322;Training;Active;5;416.481;3.18162;115.0794;31;31;37;7;1;1;0.416666666666667;0;3;4;15;15;7;179.393193217359;24;0;24;4;0;3;0;0;0;0
252159311;252159311;Training;Active;5;361.401;2.0692;100.2244;27;27;31;6;1;1;0.333333333333333;0;2;3;12;12;6;156.915147253139;21;0;19;3;0;3;0;0;0;0
252159456;252159456;Training;Active;5;431.414;3.6393;104.3894;31;31;36;6;1;1;0.454545454545455;0;2;4;12;12;9;175.771639030925;22;3;20;3;0;3;0;0;0;0
252159293;252159293;Training;Active;5;375.787;2.4903;92.6404;26;26;30;6;1;1;0.333333333333333;0;2;3;12;12;8;153.289897147897;18;1;15;3;1;3;0;0;0;0
252159330;252159330;Training;Active;5;378.432;2.32392;101.9194;28;28;33;7;1;1;0.476190476190476;0;2;4;12;12;7;162.463134371498;21;0;22;4;0;3;0;0;0;0
252159321;252159321;Training;Active;5;416.481;3.18162;115.0794;31;31;37;7;1;1;0.416666666666667;0;3;4;15;15;7;179.393193217359;24;0;24;4;0;3;0;0;0;0
252159341;252159341;Training;Active;5;364.405;1.8714;97.1124;27;27;32;7;1;2;0.45;0;2;4;12;12;7;156.129738688697;20;0;20;4;0;3;0;0;0;0
252159449;252159449;Training;Active;5;378.432;2.2615;101.7294;28;28;33;7;1;3;0.476190476190476;0;2;4;12;12;7;162.494680803093;21;0;22;4;0;3;0;0;0;0
252159263;252159263;Training;Active;5;364.405;2.0155;97.1824;27;27;32;7;1;1;0.45;0;2;4;12;12;7;156.129738688697;20;0;20;4;0;3;0;0;0;0
252159339;252159339;Training;Active;5;378.432;2.4056;101.7994;28;28;33;7;1;1;0.476190476190476;0;2;4;12;12;7;162.494680803093;21;0;22;4;0;3;0;0;0;0
252159351;252159351;Training;Active;5;326.331;1.9955;83.8404;24;24;28;6;1;1;0.352941176470588;0;2;3;12;12;7;137.092733672455;17;1;15;4;0;2;0;0;0;0
252159452;252159452;Training;Active;5;358.348;2.4917;88.8294;26;26;30;6;1;1;0.388888888888889;0;2;3;12;12;8;147.623211189778;18;2;16;4;0;2;0;0;0;0
252159347;252159347;Training;Active;5;338.367;1.6254;90.1324;25;25;29;7;1;1;0.388888888888889;0;2;3;12;12;7;144.405685613433;18;0;18;4;0;3;0;0;0;0
319565079;319565079;Training;Active;5;420.391;2.8039;99.6774;30;30;34;7;1;3;0.45;0;2;3;12;12;10;169.632176051005;20;3;19;4;0;3;0;0;0;0
252159262;252159262;Training;Active;5;396.447;1.8906;103.9914;29;29;34;8;1;3;0.523809523809524;0;2;4;11;11;8;168.141105642065;21;0;24;4;0;4;0;0;0;0
252159303;252159303;Training;Active;5;408.458;2.7057;110.2281;30;30;35;8;2;3;0.454545454545455;0;2;4;12;12;8;173.938440235262;22;0;24;4;0;4;0;0;0;0
252159301;252159301;Training;Active;5;372.812;2.4278;96.9711;26;26;30;7;2;2;0.333333333333333;0;2;3;12;12;8;154.674223928579;18;0;17;4;1;3;0;0;0;0
252159275;252159275;Training;Active;5;379.254;2.567;88.4034;23;23;27;5;1;2;0.588235294117647;0;1;4;6;6;6;142.865838240778;17;0;19;2;0;3;0;1;0;0
252159304;252159304;Training;Active;5;342.439;2.757;94.6984;25;25;29;5;1;2;0.65;0;1;4;6;6;5;148.093116978326;20;0;26;2;0;3;0;0;0;0
252159269;252159269;Training;Active;5;379.254;2.7111;88.4734;23;23;27;5;1;0;0.588235294117647;0;1;4;6;6;6;142.865838240778;17;0;19;2;0;3;0;1;0;0
252159276;252159276;Training;Active;5;309.163;2.1619;70.5564;18;18;21;4;1;0;0.461538461538462;0;1;3;6;6;5;113.298355707213;13;0;13;2;0;2;0;1;0;0
252159435;252159435;Training;Active;5;359.17;2.7972;75.5034;21;21;24;4;1;0;0.5;0;1;3;6;6;7;127.994368627463;14;2;13;2;0;2;0;1;0;0
252159264;252159264;Training;Active;5;353.216;2.1769;81.3534;21;21;24;5;1;0;0.533333333333333;0;1;3;6;6;6;131.141785165514;15;0;17;2;0;3;0;1;0;0
252159459;252159459;Training;Active;5;322.368;1.8989;88.7494;24;24;28;6;1;1;0.388888888888889;0;2;3;12;12;6;139.292140383926;18;0;18;4;0;2;0;0;0;0
252159310;252159310;Training;Active;5;368.462;2.588;101.1854;26;26;30;7;1;1;0.421052631578947;0;2;3;12;12;7;155.780192523688;19;0;20;4;0;2;1;0;0;0
252159300;252159300;Training;Active;5;369.284;2.8935;87.8594;21;21;24;5;1;0;0.533333333333333;0;1;3;6;6;6;136.151349961372;15;0;17;2;0;2;1;1;0;0
160675604;160675604;Training;Active;5;420.477;2.54378;112.724;31;31;34;10;0;6;0.428571428571429;0;3;1;17;17;10;180.058899248023;21;0;24;8;0;2;0;0;0;0
496173850;496173850;Training;Active;5;361.405;4.0542;100.457;27;27;31;7;0;3;0.3;0;4;1;20;20;7;155.504939363769;20;0;19;5;0;2;0;0;0;0
482058207;482058207;Training;Active;5;533.326;2.2923;109.9234;32;32;35;9;3;5;0.315789473684211;0;3;1;17;17;13;191.727906377614;19;3;16;4;0;4;1;1;0;0
341094623;341094623;Training;Active;5;376.382;4.1305;95.3105;27;27;30;5;2;3;0.368421052631579;0;3;1;15;15;8;153.403873042901;19;3;19;4;0;1;0;0;0;0
382366916;382366916;Training;Active;5;520.481;5.5023;123.6204;37;37;41;6;2;8;0.28;0;4;1;22;22;12;207.428989103866;25;6;22;6;0;0;0;0;0;0
382366918;382366918;Training;Active;5;253.309;2.03532;72.505;19;19;21;5;0;3;0.214285714285714;0;3;0;16;16;5;111.074532769683;14;0;15;5;0;0;0;0;0;0
496174187;496174187;Training;Active;5;346.35;3.63178;94.0057;26;26;29;8;1;4;0.166666666666667;0;4;0;20;20;8;147.950785755271;18;0;14;6;0;2;0;0;0;0
496174189;496174189;Training;Active;5;316.364;3.86448;91.178;24;24;26;5;0;4;0.157894736842105;0;3;0;18;18;5;140.170428843027;19;0;16;4;0;1;0;0;0;0
496174188;496174188;Training;Active;5;316.364;3.86448;91.178;24;24;26;5;0;4;0.157894736842105;0;3;0;18;18;5;140.170428843027;19;0;16;4;0;1;0;0;0;0
496174062;496174062;Training;Active;5;380.358;4.21868;98.6474;28;28;31;6;2;5;0.157894736842105;0;4;0;20;20;9;157.591424388211;19;2;14;6;0;1;0;0;0;0
496173578;496173578;Training;Active;5;379.42;3.23622;103.8428;28;28;31;8;1;5;0.3;0;4;0;20;20;8;161.305004269494;20;0;21;5;0;3;0;0;0;0
404958459;404958459;Training;Active;5;417.944;4.4883;122.085;30;30;34;5;0;4;0.25;0;4;1;21;21;6;181.092439033002;24;0;24;5;1;0;0;0;0;0
404958416;404958416;Training;Active;5;405.889;3.9681;113.202;29;29;33;6;0;4;0.227272727272727;0;4;1;21;21;7;173.300856458855;22;0;20;5;1;1;0;0;0;0
404958504;404958504;Training;Active;5;447.93;3.773;125.0601;32;32;36;6;2;4;0.217391304347826;0;4;1;21;21;9;189.603528324409;23;0;22;7;1;1;0;0;0;0
404958463;404958463;Training;Active;5;390.878;3.5455;112.1887;28;28;32;6;1;3;0.19047619047619;0;4;1;21;21;7;167.37223129856;21;0;19;6;1;0;0;0;0;0
404958511;404958511;Training;Active;5;393.397;3.5973;105.044;29;29;33;6;0;3;0.19047619047619;0;4;1;21;21;8;164.963718923429;21;2;17;5;0;1;0;0;0;0
404958494;404958494;Training;Active;5;392.85;3.3675;107.933;28;28;32;7;0;3;0.2;0;4;1;21;21;8;166.155562325405;20;0;17;6;1;1;0;0;0;0
404958523;404958523;Training;Active;5;321.771;3.7181;91.5184;23;23;26;5;1;2;0;0;4;0;21;21;6;136.948488837704;17;0;12;5;1;0;0;0;0;0
381611679;381611679;Training;Active;5;420.904;4.3271;116.7931;30;30;34;4;2;3;0.227272727272727;0;4;1;20;20;8;178.011632149274;22;0;21;6;1;1;0;0;0;0
404958482;404958482;Training;Active;5;360.396;3.6168;101.296;27;27;31;6;0;3;0.2;0;4;1;21;21;7;154.904286271943;20;1;17;6;0;0;0;0;0;0
404958431;404958431;Training;Active;5;380.839;3.1385;104.4547;27;27;31;7;1;3;0.210526315789474;0;4;1;20;20;8;160.166560562637;19;0;17;6;1;1;0;0;0;0
404958490;404958490;Training;Active;5;410.84;3.5066;107.891;29;29;33;7;0;3;0.2;0;4;1;21;21;9;170.321097728331;20;1;16;6;1;1;0;0;0;0
